concept_a,concept_b,source_syllabus,order_delta,ai_suggested_label,reason,embedding_similarity,keyword_overlap
Linear and Non-Linear Programming Problems,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.2473,0.0
Linear and Non-Linear Programming Problems,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,-0.0405,0.0
Linear and Non-Linear Programming Problems,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.1338,0.1667
Linear and Non-Linear Programming Problems,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.0412,0.0
Linear and Non-Linear Programming Problems,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.0428,0.0
Linear and Non-Linear Programming Problems,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,-0.127,0.0
Linear and Non-Linear Programming Problems,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,-0.0229,0.0909
Linear and Non-Linear Programming Problems,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,-0.13,0.0
Linear and Non-Linear Programming Problems,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,0.2796,0.0
Types of solutions,Standard and Canonical of LPP,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.1217,0.1429
Types of solutions,Basic and Feasible solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,1,Foundational kw in A + sim=0.479 + delta=2,0.479,0.1667
Types of solutions,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1297,0.0
Types of solutions,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,1,Insufficient signal,0.2761,0.0
Types of solutions,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.1889,0.0
Types of solutions,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.0776,0.0
Types of solutions,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.1037,0.0
Types of solutions,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0485,0.1429
Types of solutions,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.1982,0.0
Types of solutions,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.0109,0.1667
Types of solutions,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.0343,0.1111
Types of solutions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,0.0521,0.1429
Types of solutions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,0.1037,0.2
Types of solutions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,0.0109,0.0
Standard and Canonical of LPP,Basic and Feasible solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,Insufficient signal,0.224,0.125
Standard and Canonical of LPP,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.1656,0.0
Standard and Canonical of LPP,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1601,0.0
Standard and Canonical of LPP,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0818,0.0
Standard and Canonical of LPP,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.0827,0.0
Standard and Canonical of LPP,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.1686,0.0
Standard and Canonical of LPP,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.0824,0.1111
Standard and Canonical of LPP,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0865,0.0
Standard and Canonical of LPP,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,-0.0222,0.125
Standard and Canonical of LPP,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.0379,0.2
Standard and Canonical of LPP,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.0169,0.1111
Standard and Canonical of LPP,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,0.1162,0.1429
Standard and Canonical of LPP,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,0.0601,0.0
Standard and Canonical of LPP,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,0.0491,0.0
Basic and Feasible solutions,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.330,0.33,0.0
Basic and Feasible solutions,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,1,Foundational kw in A + sim=0.427 + delta=2,0.4269,0.0
Basic and Feasible solutions,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,1,Insufficient signal,0.2568,0.0
Basic and Feasible solutions,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.1335,0.0
Basic and Feasible solutions,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.1608,0.0
Basic and Feasible solutions,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.1536,0.0
Basic and Feasible solutions,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.143,0.0
Basic and Feasible solutions,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,-0.0731,0.0
Basic and Feasible solutions,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,-0.0582,0.1
Basic and Feasible solutions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,-0.0442,0.0
Basic and Feasible solutions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.1566,0.0
Basic and Feasible solutions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,0.0337,0.0
Basic and Feasible solutions,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,0.0636,0.0
Simplex method,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,Insufficient signal,0.267,0.0
Simplex method,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.0561,0.0
Simplex method,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.0279,0.0
Simplex method,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.1412,0.0
Simplex method,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.155,0.0
Simplex method,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,-0.0792,0.0
Simplex method,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.0877,0.0
Simplex method,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.1592,0.0
Simplex method,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.0717,0.0
Simplex method,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.1042,0.0
Simplex method,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.096,0.0
Simplex method,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,0.0617,0.0
Artificial variables,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,Insufficient signal,0.208,0.0
Artificial variables,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.0703,0.0
Artificial variables,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.0242,0.0
Artificial variables,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.1005,0.0
Artificial variables,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.0852,0.0
Artificial variables,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,-0.0556,0.0
Artificial variables,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,-0.0434,0.0
Artificial variables,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0469,0.0
Artificial variables,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.3424,0.0
Artificial variables,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.1467,0.0
Artificial variables,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.121,0.0
Kuhn-Tucker conditions,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0039,0.0
Kuhn-Tucker conditions,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,-0.0388,0.0
Kuhn-Tucker conditions,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,-0.0484,0.0
Kuhn-Tucker conditions,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.4166,0.2
Kuhn-Tucker conditions,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,-0.0291,0.0
Kuhn-Tucker conditions,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.0022,0.0
Kuhn-Tucker conditions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.057,0.0
Kuhn-Tucker conditions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0916,0.0
Kuhn-Tucker conditions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.0264,0.0
Kuhn-Tucker conditions,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.1,0.0
Introduction to Congruence,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,High sim=0.678 + delta=1,0.6781,0.25
Introduction to Congruence,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,1,High sim=0.688 + delta=2,0.6881,0.1429
Introduction to Congruence,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1547,0.0
Introduction to Congruence,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.1555,0.0
Introduction to Congruence,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.0929,0.0
Introduction to Congruence,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.0916,0.0
Introduction to Congruence,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.0511,0.0
Introduction to Congruence,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0546,0.0
Introduction to Congruence,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.0832,0.0
Linear congruence,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,sim=0.579>=0.55 + delta=1<=5,0.5786,0.1667
Linear congruence,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.027,0.0
Linear congruence,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1968,0.0
Linear congruence,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0794,0.0
Linear congruence,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.0738,0.0
Linear congruence,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.129,0.0
Linear congruence,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.0302,0.0
Linear congruence,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,-0.0164,0.0
Application of congruence-RSA algorithm,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0264,0.0
Application of congruence-RSA algorithm,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.1624,0.125
Application of congruence-RSA algorithm,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.0774,0.0909
Application of congruence-RSA algorithm,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.1121,0.1111
Application of congruence-RSA algorithm,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.0278,0.1429
Application of congruence-RSA algorithm,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.1798,0.0
Application of congruence-RSA algorithm,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.0321,0.0
Dirichlet’s conditions,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.1715,0.0
Dirichlet’s conditions,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.1507,0.0
Dirichlet’s conditions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1255,0.0
Dirichlet’s conditions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0011,0.0
Dirichlet’s conditions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,-0.0091,0.0
Dirichlet’s conditions,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.1015,0.0
Fourier series of periodic,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,High sim=0.702 + delta=1,0.7024,0.375
Fourier series of periodic,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,1,High sim=0.734 + delta=2,0.7343,0.5
Fourier series of periodic,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,-0.0031,0.1667
Fourier series of periodic,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.1743,0.0
Fourier series of periodic,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,-0.0189,0.0
Fourier series of even and odd functions,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,High sim=0.631 + delta=1,0.6314,0.3333
Fourier series of even and odd functions,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,-0.005,0.1111
Fourier series of even and odd functions,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1755,0.0
Fourier series of even and odd functions,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0454,0.0
Complex form of Fourier Series,Lines of regression,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0088,0.1429
Complex form of Fourier Series,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.2589,0.0
Complex form of Fourier Series,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.0211,0.0
Lines of regression,Moment generating function,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0172,0.0
Lines of regression,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.0828,0.0
Moment generating function,Raw moments,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.410,0.4099,0.0
Propositional and Predicate Logic,Determining risk,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0908,0.0
Propositional and Predicate Logic,Taxes and tax brackets,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.1498,0.1429
Propositional and Predicate Logic,Vending machines,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1332,0.0
Propositional and Predicate Logic,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0888,0.0
Determining risk,Taxes and tax brackets,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0822,0.0
Determining risk,Vending machines,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.0863,0.0
Determining risk,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,-0.0421,0.0
Taxes and tax brackets,Vending machines,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0465,0.0
Taxes and tax brackets,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.115,0.0
Vending machines,"Counting Pigeonhole Principle, Inclusion-Exclusion Principle. Recurrence relations, Solving recurrence relations",6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.2789,0.0
Regular operations,Arden's theorem,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.2053,0.0
Regular operations,Decision properties of RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.1942,0.0
Regular operations,Pumping lemma for RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1179,0.0
Regular operations,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.178,0.0
Regular operations,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,1,High sim=0.687 + delta=5,0.6872,0.25
Regular operations,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.2045,0.0
Regular operations,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.2046,0.0
Regular operations,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0974,0.0
Regular operations,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.2333,0.0
Arden's theorem,Decision properties of RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.0956,0.0
Arden's theorem,Pumping lemma for RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.2223,0.0
Arden's theorem,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.0297,0.0
Arden's theorem,Application of Regular,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.2475,0.0
Arden's theorem,Languages in Compiler Design,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.0519,0.0
Arden's theorem,Nondeterministic Finite Automata (NFA): Definitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.074,0.0
Arden's theorem,Equivalence between NFA with and ϵ- transitions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.1255,0.0
Arden's theorem,Minimization of DFA,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0896,0.0
Decision properties of RLs,Pumping lemma for RLs,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.502,0.5024,0.1429
Decision properties of RLs,RE in text search and replace,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.032,0.0
